Date,DayOfWeek,IsHoliday,ETU_Admissions,ETU_Discharges,ETU_BedCapacity,ETU_OccupiedBeds,Weather,SpecialEvent,PublicTransportStatus,OutbreakAlert,Shift_ID
11/20/2016,Sunday,No,5,2,5,3,Cloudy,None,Normal,None,Evening
11/20/2016,Sunday,No,2,4,5,1,Cloudy,None,Normal,None,Morning
11/20/2016,Sunday,No,4,3,5,4,Cloudy,None,Normal,None,Night
11/21/2016,Monday,No,1,3,5,2,Rainy,None,Reduced,DengueAlert+LeptoAlert,Evening
11/21/2016,Monday,No,5,5,5,4,Rainy,None,Reduced,DengueAlert+LeptoAlert,Morning
11/21/2016,Monday,No,5,2,5,5,Rainy,None,Reduced,DengueAlert+LeptoAlert,Night
11/22/2016,Tuesday,No,5,2,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
11/22/2016,Tuesday,No,1,1,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
11/22/2016,Tuesday,No,4,4,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
11/23/2016,Wednesday,No,3,1,5,1,Rainy,None,Reduced,DengueAlert+LeptoAlert,Evening
11/23/2016,Wednesday,No,3,4,5,2,Rainy,None,Reduced,DengueAlert+LeptoAlert,Morning
11/23/2016,Wednesday,No,3,3,5,3,Rainy,None,Reduced,DengueAlert+LeptoAlert,Night
11/24/2016,Thursday,No,0,4,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
11/24/2016,Thursday,No,5,5,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
11/24/2016,Thursday,No,2,5,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
11/25/2016,Friday,No,3,1,5,2,Rainy,None,Reduced,DengueAlert+LeptoAlert,Evening
11/25/2016,Friday,No,3,4,5,3,Rainy,None,Reduced,DengueAlert+LeptoAlert,Morning
11/25/2016,Friday,No,4,2,5,3,Rainy,None,Reduced,DengueAlert+LeptoAlert,Night
11/26/2016,Saturday,No,3,5,5,1,Sunny,None,Normal,None,Evening
11/26/2016,Saturday,No,1,2,5,1,Sunny,None,Normal,None,Morning
11/26/2016,Saturday,No,5,1,5,3,Sunny,None,Normal,None,Night
11/27/2016,Sunday,No,3,4,5,2,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
11/27/2016,Sunday,No,1,5,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
11/27/2016,Sunday,No,1,0,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
11/28/2016,Monday,No,1,2,5,4,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
11/28/2016,Monday,No,4,4,5,3,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
11/28/2016,Monday,No,4,3,5,5,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
11/29/2016,Tuesday,No,0,5,5,5,Rainy,None,Normal,DengueAlert+LeptoAlert,Evening
11/29/2016,Tuesday,No,2,1,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Morning
11/29/2016,Tuesday,No,3,5,5,1,Rainy,None,Normal,DengueAlert+LeptoAlert,Night
11/30/2016,Wednesday,No,4,5,5,3,Sunny,None,Normal,None,Evening
11/30/2016,Wednesday,No,5,4,5,1,Sunny,None,Normal,None,Morning
11/30/2016,Wednesday,No,2,5,5,3,Sunny,None,Normal,None,Night
12/1/2016,Thursday,No,5,5,5,3,Cloudy,None,Normal,ILIAlert,Evening
12/1/2016,Thursday,No,3,5,5,2,Cloudy,None,Normal,ILIAlert,Morning
12/1/2016,Thursday,No,3,3,5,1,Cloudy,None,Normal,ILIAlert,Night
12/2/2016,Friday,No,5,3,5,1,Cloudy,None,Normal,ILIAlert,Evening
12/2/2016,Friday,No,3,1,5,2,Cloudy,None,Normal,ILIAlert,Morning
12/2/2016,Friday,No,1,0,5,1,Cloudy,None,Normal,ILIAlert,Night
12/3/2016,Saturday,No,3,4,5,2,Cloudy,None,Normal,ILIAlert,Evening
12/3/2016,Saturday,No,4,4,5,5,Cloudy,None,Normal,ILIAlert,Morning
12/3/2016,Saturday,No,2,1,5,2,Cloudy,None,Normal,ILIAlert,Night
12/4/2016,Sunday,No,2,2,5,2,Rainy,None,Normal,ILIAlert,Evening
12/4/2016,Sunday,No,3,1,5,0,Rainy,None,Normal,ILIAlert,Morning
12/4/2016,Sunday,No,3,2,5,2,Rainy,None,Normal,ILIAlert,Night
12/5/2016,Monday,No,3,2,5,4,Sunny,None,Normal,None,Evening
12/5/2016,Monday,No,5,2,5,1,Sunny,None,Normal,None,Morning
12/5/2016,Monday,No,2,2,5,4,Sunny,None,Normal,None,Night
12/6/2016,Tuesday,No,5,5,5,2,Sunny,None,Normal,None,Evening
12/6/2016,Tuesday,No,1,4,5,3,Sunny,None,Normal,None,Morning
12/6/2016,Tuesday,No,3,5,5,1,Sunny,None,Normal,None,Night
12/7/2016,Wednesday,No,3,0,5,3,Cloudy,None,Normal,ILIAlert,Evening
12/7/2016,Wednesday,No,3,0,5,3,Cloudy,None,Normal,ILIAlert,Morning
12/7/2016,Wednesday,No,4,2,5,1,Cloudy,None,Normal,ILIAlert,Night
12/8/2016,Thursday,No,2,4,5,3,Sunny,None,Normal,None,Evening
12/8/2016,Thursday,No,4,2,5,4,Sunny,None,Normal,None,Morning
12/8/2016,Thursday,No,5,4,5,1,Sunny,None,Normal,None,Night
12/9/2016,Friday,No,3,3,5,4,Sunny,None,Normal,None,Evening
12/9/2016,Friday,No,2,3,5,4,Sunny,None,Normal,None,Morning
12/9/2016,Friday,No,2,1,5,3,Sunny,None,Normal,None,Night
12/10/2016,Saturday,No,4,5,5,5,Rainy,None,Reduced,ILIAlert,Evening
12/10/2016,Saturday,No,5,5,5,2,Rainy,None,Reduced,ILIAlert,Morning
12/10/2016,Saturday,No,3,5,5,4,Rainy,None,Reduced,ILIAlert,Night
12/11/2016,Sunday,No,5,4,5,1,Rainy,None,Normal,ILIAlert,Evening
12/11/2016,Sunday,No,4,1,5,2,Rainy,None,Normal,ILIAlert,Morning
12/11/2016,Sunday,No,4,3,5,1,Rainy,None,Normal,ILIAlert,Night
12/12/2016,Monday,Yes,2,5,5,2,Cloudy,Milad - Un - Nabi (Holy Prophet's Birthday),Normal,ILIAlert,Evening
12/12/2016,Monday,Yes,5,2,5,1,Cloudy,Milad - Un - Nabi (Holy Prophet's Birthday),Normal,ILIAlert,Morning
12/12/2016,Monday,Yes,3,2,5,2,Cloudy,Milad - Un - Nabi (Holy Prophet's Birthday),Normal,ILIAlert,Night
12/13/2016,Tuesday,Yes,1,3,5,5,Cloudy,Unduvap Full Moon Poya Day,Normal,ILIAlert,Evening
12/13/2016,Tuesday,Yes,3,5,5,0,Cloudy,Unduvap Full Moon Poya Day,Normal,ILIAlert,Morning
12/13/2016,Tuesday,Yes,3,5,5,3,Cloudy,Unduvap Full Moon Poya Day,Normal,ILIAlert,Night
12/14/2016,Wednesday,No,5,2,5,3,Rainy,None,Reduced,ILIAlert,Evening
12/14/2016,Wednesday,No,3,3,5,3,Rainy,None,Reduced,ILIAlert,Morning
12/14/2016,Wednesday,No,4,4,5,2,Rainy,None,Reduced,ILIAlert,Night
12/15/2016,Thursday,No,5,3,5,1,Rainy,None,Normal,ILIAlert,Evening
12/15/2016,Thursday,No,2,3,5,5,Rainy,None,Normal,ILIAlert,Morning
12/15/2016,Thursday,No,2,4,5,1,Rainy,None,Normal,ILIAlert,Night
12/16/2016,Friday,No,4,4,5,2,Cloudy,None,Normal,ILIAlert,Evening
12/16/2016,Friday,No,2,2,5,3,Cloudy,None,Normal,ILIAlert,Morning
12/16/2016,Friday,No,2,3,5,2,Cloudy,None,Normal,ILIAlert,Night
12/17/2016,Saturday,No,1,4,5,4,Sunny,None,Normal,None,Evening
12/17/2016,Saturday,No,4,3,5,4,Sunny,None,Normal,None,Morning
12/17/2016,Saturday,No,1,4,5,4,Sunny,None,Normal,None,Night
12/18/2016,Sunday,No,3,5,5,1,Cloudy,None,Normal,ILIAlert,Evening
12/18/2016,Sunday,No,3,3,5,2,Cloudy,None,Normal,ILIAlert,Morning
12/18/2016,Sunday,No,1,1,5,1,Cloudy,None,Normal,ILIAlert,Night
12/19/2016,Monday,No,4,0,5,3,Rainy,None,Normal,ILIAlert,Evening
12/19/2016,Monday,No,2,3,5,2,Rainy,None,Normal,ILIAlert,Morning
12/19/2016,Monday,No,2,4,5,3,Rainy,None,Normal,ILIAlert,Night
12/20/2016,Tuesday,No,5,1,5,2,Rainy,None,Normal,ILIAlert,Evening
12/20/2016,Tuesday,No,0,4,5,3,Rainy,None,Normal,ILIAlert,Morning
12/20/2016,Tuesday,No,2,5,5,1,Rainy,None,Normal,ILIAlert,Night
12/21/2016,Wednesday,No,1,5,5,2,Rainy,None,Normal,ILIAlert,Evening
12/21/2016,Wednesday,No,5,3,5,3,Rainy,None,Normal,ILIAlert,Morning
12/21/2016,Wednesday,No,5,1,5,1,Rainy,None,Normal,ILIAlert,Night
12/22/2016,Thursday,No,4,5,5,4,Cloudy,None,Normal,ILIAlert,Evening
12/22/2016,Thursday,No,4,2,5,3,Cloudy,None,Normal,ILIAlert,Morning
12/22/2016,Thursday,No,5,2,5,2,Cloudy,None,Normal,ILIAlert,Night
12/23/2016,Friday,No,3,4,5,3,Cloudy,None,Normal,ILIAlert,Evening
12/23/2016,Friday,No,4,2,5,2,Cloudy,None,Normal,ILIAlert,Morning
12/23/2016,Friday,No,4,2,5,1,Cloudy,None,Normal,ILIAlert,Night
12/24/2016,Saturday,No,5,5,5,4,Rainy,None,Normal,ILIAlert,Evening
12/24/2016,Saturday,No,2,4,5,3,Rainy,None,Normal,ILIAlert,Morning
12/24/2016,Saturday,No,5,2,5,2,Rainy,None,Normal,ILIAlert,Night
12/25/2016,Sunday,Yes,1,5,5,2,Cloudy,Christmas Day,Normal,ILIAlert,Evening
12/25/2016,Sunday,Yes,3,5,5,4,Cloudy,Christmas Day,Normal,ILIAlert,Morning
12/25/2016,Sunday,Yes,3,1,5,2,Cloudy,Christmas Day,Normal,ILIAlert,Night
12/26/2016,Monday,No,3,5,5,3,Cloudy,None,Normal,ILIAlert,Evening
12/26/2016,Monday,No,5,3,5,3,Cloudy,None,Normal,ILIAlert,Morning
12/26/2016,Monday,No,1,3,5,3,Cloudy,None,Normal,ILIAlert,Night
12/27/2016,Tuesday,No,4,1,5,2,Sunny,None,Normal,None,Evening
12/27/2016,Tuesday,No,3,3,5,0,Sunny,None,Normal,None,Morning
12/27/2016,Tuesday,No,5,5,5,3,Sunny,None,Normal,None,Night
12/28/2016,Wednesday,No,5,3,5,2,Rainy,None,Normal,ILIAlert,Evening
12/28/2016,Wednesday,No,1,4,5,3,Rainy,None,Normal,ILIAlert,Morning
12/28/2016,Wednesday,No,2,3,5,3,Rainy,None,Normal,ILIAlert,Night
12/29/2016,Thursday,No,2,5,5,2,Rainy,None,Reduced,ILIAlert,Evening
12/29/2016,Thursday,No,3,4,5,3,Rainy,None,Reduced,ILIAlert,Morning
12/29/2016,Thursday,No,2,3,5,2,Rainy,None,Reduced,ILIAlert,Night
12/30/2016,Friday,No,4,2,5,2,Cloudy,None,Normal,ILIAlert,Evening
12/30/2016,Friday,No,3,4,5,2,Cloudy,None,Normal,ILIAlert,Morning
12/30/2016,Friday,No,4,2,5,2,Cloudy,None,Normal,ILIAlert,Night
12/31/2016,Saturday,No,3,3,5,5,Cloudy,None,Normal,ILIAlert,Evening
12/31/2016,Saturday,No,5,2,5,3,Cloudy,None,Normal,ILIAlert,Morning
12/31/2016,Saturday,No,4,1,5,1,Cloudy,None,Normal,ILIAlert,Night
1/1/2017,Sunday,No,5,3,5,3,Sunny,None,Normal,None,Evening
1/1/2017,Sunday,No,4,5,5,2,Sunny,None,Normal,None,Morning
1/1/2017,Sunday,No,3,1,5,1,Sunny,None,Normal,None,Night
1/2/2017,Monday,No,4,3,5,2,Cloudy,None,Normal,None,Evening
1/2/2017,Monday,No,2,3,5,2,Cloudy,None,Normal,None,Morning
1/2/2017,Monday,No,2,2,5,1,Cloudy,None,Normal,None,Night
1/3/2017,Tuesday,No,1,0,5,2,Sunny,None,Normal,None,Evening
1/3/2017,Tuesday,No,5,4,5,2,Sunny,None,Normal,None,Morning
1/3/2017,Tuesday,No,2,1,5,3,Sunny,None,Normal,None,Night
1/4/2017,Wednesday,No,5,4,5,3,Cloudy,None,Normal,None,Evening
1/4/2017,Wednesday,No,4,4,5,1,Cloudy,None,Normal,None,Morning
1/4/2017,Wednesday,No,4,2,5,0,Cloudy,None,Normal,None,Night
1/5/2017,Thursday,No,5,3,5,3,Cloudy,None,Normal,None,Evening
1/5/2017,Thursday,No,3,2,5,1,Cloudy,None,Normal,None,Morning
1/5/2017,Thursday,No,4,1,5,2,Cloudy,None,Normal,None,Night
1/6/2017,Friday,No,1,1,5,2,Cloudy,None,Normal,None,Evening
1/6/2017,Friday,No,2,5,5,2,Cloudy,None,Normal,None,Morning
1/6/2017,Friday,No,3,5,5,2,Cloudy,None,Normal,None,Night
1/7/2017,Saturday,No,5,4,5,3,Sunny,None,Normal,None,Evening
1/7/2017,Saturday,No,4,5,5,1,Sunny,None,Normal,None,Morning
1/7/2017,Saturday,No,4,3,5,1,Sunny,None,Normal,None,Night
1/8/2017,Sunday,No,2,5,5,3,Cloudy,None,Normal,None,Evening
1/8/2017,Sunday,No,4,5,5,3,Cloudy,None,Normal,None,Morning
1/8/2017,Sunday,No,4,5,5,2,Cloudy,None,Normal,None,Night
1/9/2017,Monday,No,4,3,5,0,Sunny,None,Normal,None,Evening
1/9/2017,Monday,No,0,4,5,3,Sunny,None,Normal,None,Morning
1/9/2017,Monday,No,5,3,5,0,Sunny,None,Normal,None,Night
1/10/2017,Tuesday,No,5,4,5,4,Sunny,None,Normal,None,Evening
1/10/2017,Tuesday,No,2,2,5,4,Sunny,None,Normal,None,Morning
1/10/2017,Tuesday,No,4,3,5,4,Sunny,None,Normal,None,Night
1/11/2017,Wednesday,No,2,2,5,1,Sunny,None,Normal,None,Evening
1/11/2017,Wednesday,No,5,2,5,3,Sunny,None,Normal,None,Morning
1/11/2017,Wednesday,No,2,5,5,3,Sunny,None,Normal,None,Night
1/12/2017,Thursday,Yes,4,4,5,2,Sunny,Duruthu Full Moon Poya Day,Normal,None,Evening
1/12/2017,Thursday,Yes,0,5,5,3,Sunny,Duruthu Full Moon Poya Day,Normal,None,Morning
1/12/2017,Thursday,Yes,4,3,5,4,Sunny,Duruthu Full Moon Poya Day,Normal,None,Night
1/13/2017,Friday,No,2,2,5,3,Sunny,None,Normal,None,Evening
1/13/2017,Friday,No,3,3,5,3,Sunny,None,Normal,None,Morning
1/13/2017,Friday,No,2,4,5,3,Sunny,None,Normal,None,Night
1/14/2017,Saturday,Yes,5,3,5,2,Sunny,Tamil Thai Pongal Day,Normal,None,Evening
1/14/2017,Saturday,Yes,1,4,5,3,Sunny,Tamil Thai Pongal Day,Normal,None,Morning
1/14/2017,Saturday,Yes,5,2,5,2,Sunny,Tamil Thai Pongal Day,Normal,None,Night
1/15/2017,Sunday,No,0,3,5,1,Sunny,None,Normal,None,Evening
1/15/2017,Sunday,No,5,2,5,3,Sunny,None,Normal,None,Morning
1/15/2017,Sunday,No,3,5,5,3,Sunny,None,Normal,None,Night
1/16/2017,Monday,No,2,5,5,0,Sunny,None,Normal,None,Evening
1/16/2017,Monday,No,1,5,5,4,Sunny,None,Normal,None,Morning
1/16/2017,Monday,No,1,3,5,0,Sunny,None,Normal,None,Night
1/17/2017,Tuesday,No,3,1,5,2,Rainy,None,Normal,None,Evening
1/17/2017,Tuesday,No,4,5,5,4,Rainy,None,Normal,None,Morning
1/17/2017,Tuesday,No,2,3,5,4,Rainy,None,Normal,None,Night
1/18/2017,Wednesday,No,3,5,5,0,Sunny,None,Normal,None,Evening
1/18/2017,Wednesday,No,2,3,5,2,Sunny,None,Normal,None,Morning
1/18/2017,Wednesday,No,2,2,5,2,Sunny,None,Normal,None,Night
1/19/2017,Thursday,No,3,5,5,3,Rainy,None,Normal,None,Evening
1/19/2017,Thursday,No,2,4,5,3,Rainy,None,Normal,None,Morning
1/19/2017,Thursday,No,1,5,5,2,Rainy,None,Normal,None,Night
1/20/2017,Friday,No,2,3,5,2,Sunny,None,Normal,None,Evening
1/20/2017,Friday,No,5,2,5,4,Sunny,None,Normal,None,Morning
1/20/2017,Friday,No,2,2,5,3,Sunny,None,Normal,None,Night
1/21/2017,Saturday,No,5,1,5,2,Sunny,None,Normal,None,Evening
1/21/2017,Saturday,No,2,2,5,5,Sunny,None,Normal,None,Morning
1/21/2017,Saturday,No,2,3,5,1,Sunny,None,Normal,None,Night
1/22/2017,Sunday,No,3,4,5,1,Sunny,None,Normal,None,Evening
1/22/2017,Sunday,No,4,2,5,3,Sunny,None,Normal,None,Morning
1/22/2017,Sunday,No,3,4,5,2,Sunny,None,Normal,None,Night
1/23/2017,Monday,No,5,3,5,0,Sunny,None,Normal,None,Evening
1/23/2017,Monday,No,3,2,5,2,Sunny,None,Normal,None,Morning
1/23/2017,Monday,No,3,5,5,3,Sunny,None,Normal,None,Night
1/24/2017,Tuesday,No,2,4,5,4,Rainy,None,Normal,MeaslesAlert,Evening
1/24/2017,Tuesday,No,4,2,5,4,Rainy,None,Normal,MeaslesAlert,Morning
1/24/2017,Tuesday,No,5,4,5,2,Rainy,None,Normal,MeaslesAlert,Night
1/25/2017,Wednesday,No,3,3,5,2,Cloudy,None,Normal,None,Evening
1/25/2017,Wednesday,No,3,2,5,1,Cloudy,None,Normal,None,Morning
1/25/2017,Wednesday,No,2,2,5,2,Cloudy,None,Normal,None,Night
1/26/2017,Thursday,No,1,1,5,2,Sunny,None,Normal,None,Evening
1/26/2017,Thursday,No,3,1,5,1,Sunny,None,Normal,None,Morning
1/26/2017,Thursday,No,2,5,5,3,Sunny,None,Normal,None,Night
1/27/2017,Friday,No,3,1,5,3,Cloudy,None,Normal,None,Evening
1/27/2017,Friday,No,2,5,5,2,Cloudy,None,Normal,None,Morning
1/27/2017,Friday,No,5,3,5,3,Cloudy,None,Normal,None,Night
1/28/2017,Saturday,No,5,3,5,1,Sunny,None,Normal,None,Evening
1/28/2017,Saturday,No,3,4,5,1,Sunny,None,Normal,None,Morning
1/28/2017,Saturday,No,2,4,5,3,Sunny,None,Normal,None,Night
1/29/2017,Sunday,No,5,2,5,2,Sunny,None,Normal,None,Evening
1/29/2017,Sunday,No,5,0,5,3,Sunny,None,Normal,None,Morning
1/29/2017,Sunday,No,5,3,5,2,Sunny,None,Normal,None,Night
1/30/2017,Monday,No,5,2,5,2,Sunny,None,Normal,None,Evening
1/30/2017,Monday,No,0,3,5,2,Sunny,None,Normal,None,Morning
1/30/2017,Monday,No,3,5,5,2,Sunny,None,Normal,None,Night
1/31/2017,Tuesday,No,5,3,5,4,Cloudy,None,Normal,None,Evening
1/31/2017,Tuesday,No,3,1,5,2,Cloudy,None,Normal,None,Morning
1/31/2017,Tuesday,No,2,1,5,3,Cloudy,None,Normal,None,Night
2/1/2017,Wednesday,No,2,3,5,4,Cloudy,None,Normal,None,Evening
2/1/2017,Wednesday,No,0,5,5,2,Cloudy,None,Normal,None,Morning
2/1/2017,Wednesday,No,4,3,5,4,Cloudy,None,Normal,None,Night
2/2/2017,Thursday,No,2,2,5,3,Cloudy,None,Normal,None,Evening
2/2/2017,Thursday,No,5,2,5,3,Cloudy,None,Normal,None,Morning
2/2/2017,Thursday,No,4,2,5,2,Cloudy,None,Normal,None,Night
2/3/2017,Friday,No,4,2,5,0,Sunny,None,Normal,None,Evening
2/3/2017,Friday,No,3,5,5,2,Sunny,None,Normal,None,Morning
2/3/2017,Friday,No,4,0,5,1,Sunny,None,Normal,None,Night
2/4/2017,Saturday,Yes,5,2,5,1,Sunny,National Day,Normal,None,Evening
2/4/2017,Saturday,Yes,1,5,5,4,Sunny,National Day,Normal,None,Morning
2/4/2017,Saturday,Yes,2,5,5,3,Sunny,National Day,Normal,None,Night
2/5/2017,Sunday,No,5,4,5,3,Sunny,None,Normal,None,Evening
2/5/2017,Sunday,No,4,1,5,1,Sunny,None,Normal,None,Morning
2/5/2017,Sunday,No,5,5,5,2,Sunny,None,Normal,None,Night
2/6/2017,Monday,No,1,3,5,3,Sunny,None,Normal,None,Evening
2/6/2017,Monday,No,3,4,5,1,Sunny,None,Normal,None,Morning
2/6/2017,Monday,No,4,4,5,2,Sunny,None,Normal,None,Night
2/7/2017,Tuesday,No,3,3,5,2,Cloudy,None,Normal,None,Evening
2/7/2017,Tuesday,No,5,5,5,2,Cloudy,None,Normal,None,Morning
2/7/2017,Tuesday,No,5,5,5,1,Cloudy,None,Normal,None,Night
2/8/2017,Wednesday,No,2,4,5,2,Sunny,None,Normal,None,Evening
2/8/2017,Wednesday,No,4,5,5,3,Sunny,None,Normal,None,Morning
2/8/2017,Wednesday,No,3,4,5,2,Sunny,None,Normal,None,Night
2/9/2017,Thursday,No,1,3,5,3,Rainy,None,Normal,None,Evening
2/9/2017,Thursday,No,2,5,5,3,Rainy,None,Normal,None,Morning
2/9/2017,Thursday,No,1,5,5,4,Rainy,None,Normal,None,Night
2/10/2017,Friday,Yes,3,4,5,1,Sunny,Navam Full Moon Poya Day,Normal,None,Evening
2/10/2017,Friday,Yes,4,0,5,5,Sunny,Navam Full Moon Poya Day,Normal,None,Morning
2/10/2017,Friday,Yes,2,2,5,0,Sunny,Navam Full Moon Poya Day,Normal,None,Night
2/11/2017,Saturday,No,3,5,5,0,Cloudy,None,Normal,None,Evening
2/11/2017,Saturday,No,5,5,5,3,Cloudy,None,Normal,None,Morning
2/11/2017,Saturday,No,4,4,5,3,Cloudy,None,Normal,None,Night
2/12/2017,Sunday,No,4,4,5,4,Sunny,None,Normal,None,Evening
2/12/2017,Sunday,No,4,3,5,1,Sunny,None,Normal,None,Morning
2/12/2017,Sunday,No,0,4,5,2,Sunny,None,Normal,None,Night
2/13/2017,Monday,No,3,5,5,3,Cloudy,None,Normal,None,Evening
2/13/2017,Monday,No,3,3,5,3,Cloudy,None,Normal,None,Morning
2/13/2017,Monday,No,5,2,5,3,Cloudy,None,Normal,None,Night
2/14/2017,Tuesday,No,4,2,5,2,Sunny,None,Normal,None,Evening
2/14/2017,Tuesday,No,1,5,5,5,Sunny,None,Normal,None,Morning
2/14/2017,Tuesday,No,4,3,5,3,Sunny,None,Normal,None,Night
2/15/2017,Wednesday,No,1,2,5,4,Sunny,None,Normal,None,Evening
2/15/2017,Wednesday,No,4,2,5,3,Sunny,None,Normal,None,Morning
2/15/2017,Wednesday,No,3,4,5,2,Sunny,None,Normal,None,Night
2/16/2017,Thursday,No,3,1,5,3,Cloudy,None,Normal,None,Evening
2/16/2017,Thursday,No,0,3,5,2,Cloudy,None,Normal,None,Morning
2/16/2017,Thursday,No,4,3,5,0,Cloudy,None,Normal,None,Night
2/17/2017,Friday,No,4,3,5,2,Cloudy,None,Normal,None,Evening
2/17/2017,Friday,No,5,4,5,0,Cloudy,None,Normal,None,Morning
2/17/2017,Friday,No,3,2,5,5,Cloudy,None,Normal,None,Night
2/18/2017,Saturday,No,5,1,5,4,Cloudy,None,Normal,None,Evening
2/18/2017,Saturday,No,5,4,5,1,Cloudy,None,Normal,None,Morning
2/18/2017,Saturday,No,5,5,5,1,Cloudy,None,Normal,None,Night
2/19/2017,Sunday,No,2,4,5,3,Rainy,None,Normal,None,Evening
2/19/2017,Sunday,No,1,2,5,3,Rainy,None,Normal,None,Morning
2/19/2017,Sunday,No,1,5,5,2,Rainy,None,Normal,None,Night
2/20/2017,Monday,No,3,3,5,4,Sunny,None,Normal,None,Evening
2/20/2017,Monday,No,5,5,5,2,Sunny,None,Normal,None,Morning
2/20/2017,Monday,No,2,5,5,2,Sunny,None,Normal,None,Night
2/21/2017,Tuesday,No,5,1,5,2,Cloudy,None,Normal,None,Evening
2/21/2017,Tuesday,No,3,3,5,4,Cloudy,None,Normal,None,Morning
2/21/2017,Tuesday,No,5,1,5,1,Cloudy,None,Normal,None,Night
2/22/2017,Wednesday,No,5,3,5,2,Rainy,None,Reduced,None,Evening
2/22/2017,Wednesday,No,5,2,5,2,Rainy,None,Reduced,None,Morning
2/22/2017,Wednesday,No,1,3,5,3,Rainy,None,Reduced,None,Night
2/23/2017,Thursday,No,3,5,5,3,Sunny,None,Normal,None,Evening
2/23/2017,Thursday,No,3,2,5,1,Sunny,None,Normal,None,Morning
2/23/2017,Thursday,No,4,1,5,2,Sunny,None,Normal,None,Night
2/24/2017,Friday,Yes,2,1,5,5,Cloudy,Mahasivarathri Day,Normal,None,Evening
2/24/2017,Friday,Yes,3,4,5,2,Cloudy,Mahasivarathri Day,Normal,None,Morning
2/24/2017,Friday,Yes,1,1,5,3,Cloudy,Mahasivarathri Day,Normal,None,Night
2/25/2017,Saturday,No,1,1,5,3,Sunny,None,Normal,None,Evening
2/25/2017,Saturday,No,3,3,5,3,Sunny,None,Normal,None,Morning
2/25/2017,Saturday,No,1,4,5,3,Sunny,None,Normal,None,Night
2/26/2017,Sunday,No,5,3,5,4,Sunny,None,Normal,None,Evening
2/26/2017,Sunday,No,5,4,5,2,Sunny,None,Normal,None,Morning
2/26/2017,Sunday,No,2,5,5,2,Sunny,None,Normal,None,Night
2/27/2017,Monday,No,1,4,5,1,Cloudy,None,Normal,None,Evening
2/27/2017,Monday,No,3,3,5,2,Cloudy,None,Normal,None,Morning
2/27/2017,Monday,No,2,2,5,4,Cloudy,None,Normal,None,Night
2/28/2017,Tuesday,No,1,5,5,3,Cloudy,None,Normal,None,Evening
2/28/2017,Tuesday,No,2,5,5,4,Cloudy,None,Normal,None,Morning
2/28/2017,Tuesday,No,5,4,5,3,Cloudy,None,Normal,None,Night
3/1/2017,Wednesday,No,2,5,5,1,Rainy,None,Normal,None,Evening
3/1/2017,Wednesday,No,3,1,5,3,Rainy,None,Normal,None,Morning
3/1/2017,Wednesday,No,5,3,5,1,Rainy,None,Normal,None,Night
3/2/2017,Thursday,No,5,4,5,3,Sunny,None,Normal,None,Evening
3/2/2017,Thursday,No,3,5,5,2,Sunny,None,Normal,None,Morning
3/2/2017,Thursday,No,5,5,5,4,Sunny,None,Normal,None,Night
3/3/2017,Friday,No,5,3,5,4,Sunny,None,Normal,MeaslesAlert,Evening
3/3/2017,Friday,No,2,1,5,2,Sunny,None,Normal,MeaslesAlert,Morning
3/3/2017,Friday,No,2,5,5,2,Sunny,None,Normal,MeaslesAlert,Night
3/4/2017,Saturday,No,5,5,5,2,Cloudy,None,Normal,None,Evening
3/4/2017,Saturday,No,0,5,5,2,Cloudy,None,Normal,None,Morning
3/4/2017,Saturday,No,5,5,5,3,Cloudy,None,Normal,None,Night
3/5/2017,Sunday,No,5,2,5,2,Cloudy,None,Normal,None,Evening
3/5/2017,Sunday,No,5,5,5,1,Cloudy,None,Normal,None,Morning
3/5/2017,Sunday,No,2,2,5,3,Cloudy,None,Normal,None,Night
3/6/2017,Monday,No,2,5,5,2,Sunny,None,Normal,None,Evening
3/6/2017,Monday,No,1,5,5,4,Sunny,None,Normal,None,Morning
3/6/2017,Monday,No,2,3,5,3,Sunny,None,Normal,None,Night
3/7/2017,Tuesday,No,3,5,5,2,Cloudy,None,Normal,None,Evening
3/7/2017,Tuesday,No,5,4,5,1,Cloudy,None,Normal,None,Morning
3/7/2017,Tuesday,No,1,4,5,1,Cloudy,None,Normal,None,Night
3/8/2017,Wednesday,No,3,2,5,4,Sunny,None,Normal,None,Evening
3/8/2017,Wednesday,No,4,5,5,2,Sunny,None,Normal,None,Morning
3/8/2017,Wednesday,No,2,3,5,2,Sunny,None,Normal,None,Night
3/9/2017,Thursday,No,2,4,5,0,Sunny,None,Normal,None,Evening
